u_0;u_1;v_0;v_1;Euklid;Winkel;Winkel+;Winkelsk;Winkellog
960;540;960;540.0;0.0;0;0;0;0
961;540;960;540.5;1.118033988749895;90.0;45.01041546131295;1.7821194023920273;7.073381633621104e-06
962;540;960;541.0;2.23606797749979;90.0;45.04164739438379;3.5289504762909143;8.921851989414498e-06
963;540;960;541.5;3.3541019662496847;90.0;45.093652546672246;5.241191977417615;1.1253378739729615e-05
964;540;960;542.0;4.47213595499958;90.0;45.16635916254486;6.919528825202782;1.4194197836135266e-05
965;540;960;542.5;5.5901699437494745;90.0;45.25966747557918;8.564632376763644;1.7903534143006553e-05
966;540;960;543.0;6.708203932499369;90.0;45.37345038676252;10.177160695455827;2.258222233181942e-05
967;540;960;543.5;7.826237921249264;90.0;45.50755431793715;11.757758814107472;2.8483580640699443e-05
968;540;960;544.0;8.94427190999916;90.0;45.661800227323496;13.307058993040979;3.5927126227511825e-05
969;540;960;544.5;10.062305898749054;90.0;45.83598477179257;14.82568097298552;4.531587469117492e-05
970;540;960;545.0;11.180339887498949;90.0;46.02988159880492;16.314232222981637;5.715816038387645e-05
971;540;960;545.5;12.298373876248844;90.0;46.24324274961695;17.773308183376937;7.209515889064517e-05
972;540;960;546.0;13.416407864998739;90.0;46.475800154489;19.20349250401019;9.093560176055126e-05
973;540;960;546.5;14.534441853748634;90.0;46.72726720021191;20.605357277679037;0.0001146995629445547
974;540;960;547.0;15.652475842498529;90.0;46.997340350279394;21.97946326898471;0.0001446736875016707
975;540;960;547.5;16.77050983124842;90.0;47.285700798444346;23.32636013864539;0.0001824808525537663
976;540;960;548.0;17.88854381999832;90.0;47.59201613716318;24.646586663367817;0.00023016803171499898
977;540;960;548.5;19.00657780874821;90.0;47.91594202350612;25.94067095136513;0.00029031711955845033
978;540;960;549.0;20.12461179749811;90.0;48.257123826436235;27.209130653607208;0.0003661847154029207
979;540;960;549.5;21.242645786248;90.0;48.615198240879366;28.452473170887977;0.00046187843300259676
980;540;960;550.0;22.360679774997898;90.0;48.98979485566356;29.671195856792462;0.0005825792793177982
981;540;960;550.5;23.47871376374779;90.0;49.38053766414456;30.865786216644892;0.0007348221382292759
982;540;960;551.0;24.596747752497688;90.0;49.78704650810289;32.036722102517274;0.0009268495384338082
983;540;960;551.5;25.71478174124758;90.0;50.2089384472526;33.184471904376664;0.0011690578484452776
984;540;960;552.0;26.832815729997478;90.0;50.6458290484024;34.309494737447324;0.0014745600393197213
985;540;960;552.5;27.95084971874737;90.0;51.09733358992424;35.41224062586299;0.001859895456568491
986;540;960;553.0;29.068883707497267;90.0;51.563068178687736;36.493150682682504;0.002345924985566186
987;540;960;553.5;30.18691769624716;90.0;52.042650777991696;37.55265728634093;0.0029589600059879645
988;540;960;554.0;31.304951684997057;90.0;52.53570214625479;38.59118425360666;0.0037321861466390284
989;540;960;554.5;32.42298567374695;90.0;53.04184668730907;39.60914700911382;0.004707458746264347
990;540;960;555.0;33.54101966249684;90.0;53.56071321407138;40.60695275153761;0.005937566944379084
991;540;960;555.5;34.659053651246744;90.0;54.09193562815071;41.5850006164793;0.0074890885292719835
992;540;960;556.0;35.77708763999664;90.0;54.63515351859094;42.54368183612563;0.009445989385425216
993;540;960;556.5;36.89512162874653;90.0;55.19001268345569;43.48337989574708;0.011914161267587303
994;540;960;557.0;38.01315561749642;90.0;55.75616557834658;44.40447068709694;0.015027141748973235
995;540;960;557.5;39.131189606246316;90.0;56.333271696218745;45.30732265877315;0.018953323110573815
996;540;960;558.0;40.24922359499622;90.0;56.92099788303083;46.192296963602544;0.02390503582623997
997;540;960;558.5;41.36725758374611;90.0;57.51901859385294;47.0597476031069;0.03014999104766891
998;540;960;559.0;42.485291572496;90.0;58.127016094067656;47.91002156910817;0.03802568985174786
999;540;960;559.5;43.603325561245896;90.0;58.7446806102476;48.74345898252989;0.04795756070764783
1000;540;960;560.0;44.721359549995796;90.0;59.371710435189584;49.56039322945006;0.06048177746578875
1001;540;960;560.5;45.83939353874569;90.0;60.007811991439915;50.36115109446007;0.07627394610871091
1002;540;960;561.0;46.95742752749558;90.0;60.652699857467184;51.14605289138283;0.09618513852809212
1003;540;960;561.5;48.075461516245475;90.0;61.306096760436475;51.9154125914026;0.1212871054302247
1004;540;960;562.0;49.193495504995376;90.0;61.96773353931867;52.669537948657684;0.15292892785700013
1005;540;960;562.5;50.31152949374527;90.0;62.63734908183775;53.40873062334608;0.19280787604792277
1006;540;960;563.0;51.42956348249516;90.0;63.314690238522054;54.133286302393735;0.24305783975718276
1007;540;960;563.5;52.547597471245055;90.0;63.99951171688733;54.8434948177331;0.3063593715266797
1008;540;960;564.0;53.665631459994955;90.0;64.69157595854347;55.539640262239914;0.3860761238602072
1009;540;960;564.5;54.78366544874485;90.0;65.39065300178612;56.22200110337404;0.4864232152292531
1010;540;960;565.0;55.90169943749474;90.0;66.09652033201142;56.89085029457019;0.6126737348707884
1011;540;960;565.5;57.019733426244635;90.0;66.80896272207794;57.54645538442295;0.7714100250207655
1012;540;960;566.0;58.137767414994535;90.0;67.52777206453653;58.18907862370978;0.9708262793443402
1013;540;960;566.5;59.25580140374443;90.0;68.25274719745718;58.81897707029483;1.2210879133711758
1014;540;960;567.0;60.37383539249432;90.0;68.98369372540151;59.43640269195548;1.5347503941766776
1015;540;960;567.5;61.491869381244214;90.0;69.7204238369217;60.041602467172844;1.9272347215941799
1016;540;960;568.0;62.609903369994115;90.0;70.46275611981126;60.634818483926445;2.41734706563548
1017;540;960;568.5;63.72793735874401;90.0;71.21051537518879;61.21628803653265;3.027814253394485
1018;540;960;569.0;64.8459713474939;90.0;71.96353243136416;61.78624372056552;3.785782570903374
1019;540;960;569.5;65.9640053362438;90.0;72.72164395831547;62.344913525898185;4.723192467672717
1020;540;960;570.0;67.08203932499369;90.0;73.48469228349533;62.8925209279018;5.87689506509885
1021;540;960;570.5;68.20007331374359;90.0;74.25252520958462;63.429284976838716;7.288319763634758
1022;540;960;571.0;69.31810730249349;90.0;75.02499583472165;63.95542038548544;9.002443887638206
1023;540;960;571.5;70.43614129124337;90.0;75.80196237565357;64.47113761502067;11.065773976154055
1024;540;960;572.0;71.55417527999327;90.0;76.58328799418318;64.97664295921253;13.523057372235913
1025;540;960;572.5;72.67220926874316;90.0;77.3688406272189;65.47213862693887;16.41254991582914
1026;540;960;573.0;73.79024325749306;90.0;78.15849282067816;65.95782282307347;19.75992191508155
1027;540;960;573.5;74.90827724624296;90.0;78.95212156744111;66.43388982777066;23.57131558981383
1028;540;960;574.0;76.02631123499285;90.0;79.74960814950754;66.90053007417998;27.82662550603139
1029;540;960;574.5;77.14434522374275;90.0;80.55083798446792;67.35793022462191;32.47459393595451
1030;540;960;575.0;78.26237921249263;90.0;81.35570047636489;67.80627324525541;37.43151625781795
1031;540;960;575.5;79.38041320124253;90.0;82.16408887099035;68.24573847926672;42.58494859960387
1032;540;960;576.0;80.49844718999243;90.0;82.975900115636;68.67650171860903;47.802703644400665
1033;540;960;576.5;81.61648117874232;90.0;83.79103472329244;69.09873527432171;52.94588500265413
1034;540;960;577.0;82.73451516749222;90.0;84.60939664127147;69.51260804545686;57.88336334628104
1035;540;960;577.5;83.85254915624212;90.0;85.43089312420888;69.91828558664132;62.50458655619535
1036;540;960;578.0;84.970583144992;90.0;86.2554346113913;70.31593017430068;66.7282052059776
1037;540;960;578.5;86.0886171337419;90.0;87.08293460833758;70.70570087157198;70.50538049752186
1038;540;960;579.0;87.20665112249179;90.0;87.91330957255562;71.08775359193118;73.81816358615836
1039;540;960;579.5;88.32468511124169;90.0;88.74647880338689;71.46224116156048;76.67439345349678
1040;540;960;580.0;89.44271909999159;90.0;89.58236433584459;71.82931338048101;79.10091120689722
1041;540;960;580.5;90.56075308874148;90.0;90.42089083834554;72.18911708247468;81.13665101523245
1042;540;960;581.0;91.67878707749138;90.0;91.26198551423259;72.54179619381972;82.826636107383
1043;540;960;581.5;92.79682106624128;90.0;92.10557800698068;72.88749179086315;84.21735534533879
1044;540;960;582.0;93.91485505499116;90.0;92.951600308978;73.2263421564531;85.35357745203657
1045;540;960;582.5;95.03288904374106;90.0;93.79998667377303;73.55848283525388;86.27641615358644
1046;540;960;583.0;96.15092303249095;90.0;94.65067353167646;73.88404668796561;87.0223614891285
1047;540;960;583.5;97.26895702124085;90.0;95.50359940860868;74.20316394447029;87.62298874458158
1048;540;960;584.0;98.38699100999075;90.0;96.35870484808315;74.51596225592546;88.10510001851121
1049;540;960;584.5;99.50502499874064;90.0;97.2159323362174;74.8225667458264;88.49111214261526
1050;540;960;585.0;100.62305898749054;90.0;98.07522622966515;75.12310006005721;88.79956072719688
1051;540;960;585.5;101.74109297624044;90.0;98.93653268636415;75.41768241595074;89.04563592082674
1052;540;960;586.0;102.85912696499032;90.0;99.7997995989972;75.70643165037714;89.24169949603518
1053;540;960;586.5;103.97716095374022;90.0;100.66497653106566;75.98946326688025;89.3977563921346
1054;540;960;587.0;105.09519494249011;90.0;101.53201465547701;76.26689048188045;89.52186912571284
1055;540;960;587.5;106.21322893124001;90.0;102.40086669555097;76.53882426996284;89.62051279384828
1056;540;960;588.0;107.33126291998991;90.0;103.27148686835105;76.80537340826848;89.69887364220261
1057;540;960;588.5;108.4492969087398;90.0;104.14383083025129;77.06664452000673;89.7610967820739
1058;540;960;589.0;109.5673308974897;90.0;105.0178556246508;77.32274211710595;89.81048962960872
1059;540;960;589.5;110.68536488623958;90.0;105.89351963175083;77.57376864201964;89.84968768776723
1060;540;960;590.0;111.80339887498948;90.0;106.7707825203131;77.81982450870485;89.88078883659833
1061;540;960;590.5;112.92143286373938;90.0;107.64960520131972;78.06100814278905;89.9054616118228
1062;540;960;591.0;114.03946685248927;90.0;108.52994978345838;78.29741602094167;89.92503219630476
1063;540;960;591.5;115.15750084123917;90.0;109.41177953035952;78.52914270946613;89.9405541129607
1064;540;960;592.0;116.27553482998907;90.0;110.29505881951377;78.75628090212757;89.95286393593885
1065;540;960;592.5;117.39356881873896;90.0;111.17975310280195;78.97892145723164;89.96262574792411
1066;540;960;593.0;118.51160280748886;90.0;112.06582886857171;79.1971534339689;89.97036656849879
1067;540;960;593.5;119.62963679623874;90.0;112.95325360519722;79.41106412803987;89.97650455689569
1068;540;960;594.0;120.74767078498864;90.0;113.84199576606166;79.62073910657438;89.98137144373656
1069;540;960;594.5;121.86570477373854;90.0;114.73202473590362;79.82626224235952;89.98523036068028
1070;540;960;595.0;122.98373876248843;90.0;115.62331079847176;80.02771574738995;89.98829000462334
1071;540;960;595.5;124.10177275123833;90.0;116.51582510543363;80.22518020575377;89.99071588527654
1072;540;960;596.0;125.21980673998823;90.0;117.40953964648699;80.41873460586726;89.99263925372637
1073;540;960;596.5;126.33784072873812;90.0;118.30442722062433;80.60845637207116;89.99416418824846
1074;540;960;597.0;127.45587471748802;90.0;119.20046140850295;80.79442139560163;89.99537321652228
1075;540;960;597.5;128.57390870623792;90.0;120.0976165458749;80.97670406494767;89.99633177582157
1076;540;960;598.0;129.6919426949878;90.0;120.9958676980334;81.15537729560747;89.99709175089015
1077;540;960;598.5;130.8099766837377;90.0;121.89519063523383;81.33051255925562;89.99769427993593
1078;540;960;599.0;131.9280106724876;90.0;122.79556180904912;81.50217991233278;89.99817197996494
1079;540;960;599.5;133.0460446612375;90.0;123.69695832962103;81.6704480240691;89.99855071149969
1080;540;960;600.0;134.16407864998737;90.0;124.59935794377111;81.83538420395288;89.99885097795125
1081;540;960;600.5;135.2821126387373;90.0;125.50273901393548;81.99705442865523;89.99908903523652
1082;540;960;601.0;136.40014662748717;90.0;126.40708049788984;82.15552336842168;89.99927777160896
1083;540;960;601.5;137.51818061623706;90.0;127.31236192923294;82.31085441294108;89.99942740527065
1084;540;960;602.0;138.63621460498698;90.0;128.21856339859687;82.46310969670236;89.99954603749283
1085;540;960;602.5;139.75424859373686;90.0;129.12566553555493;82.6123501238491;89.99964009116559
1086;540;960;603.0;140.87228258248675;90.0;130.03364949119901;82.75863539254208;89.99971465850373
1087;540;960;603.5;141.99031657123663;90.0;130.94249692135855;82.90202401883926;89.9997737767242
1088;540;960;604.0;143.10835055998655;90.0;131.85218997043623;83.04257336010302;89.9998206466139
1089;540;960;604.5;144.22638454873643;90.0;132.76271125583418;83.1803396379439;89.99985780581807
1090;540;960;605.0;145.34441853748632;90.0;133.6740438529485;83.31537796070995;89.9998872662285
1091;540;960;605.5;146.46245252623623;90.0;134.58617128070776;83.4477423455308;89.99991062290876
1092;540;960;606.0;147.58048651498612;90.0;135.49907748763457;83.57748573992525;89.99992914045272
1093;540;960;606.5;148.698520503736;90.0;136.41274683840948;83.70466004298102;89.99994382145185
1094;540;960;607.0;149.81655449248592;90.0;137.32716410091632;83.82931612611499;89.99995546077714
1095;540;960;607.5;150.9345884812358;90.0;138.24231443375072;83.95150385342252;89.99996468861544
1096;540;960;608.0;152.0526224699857;90.0;139.15818337417315;84.07127210162373;89.9999720045889
1097;540;960;608.5;153.1706564587356;90.0;140.0747568264889;84.18866877961484;89.99997780480604
1098;540;960;609.0;154.2886904474855;90.0;140.9920210508382;84.30374084763234;89.99998240330794
1099;540;960;609.5;155.40672443623538;90.0;141.9099626523804;84.41653433603776;89.99998604907128
1100;540;960;610.0;156.52475842498527;90.0;142.828568570857;84.52709436373038;89.99998893948879
1101;540;960;610.5;157.64279241373518;90.0;143.74782607051839;84.63546515619545;89.99999123105637
1102;540;960;611.0;158.76082640248507;90.0;144.66772273040036;84.74169006319492;89.99999304784647
1103;540;960;611.5;159.87886039123495;90.0;145.58824643493716;84.84581157610793;89.99999448822567
1104;540;960;612.0;160.99689437998487;90.0;146.50938536489738;84.94787134492796;89.99999563018046
1105;540;960;612.5;162.11492836873475;90.0;147.43112798863066;85.04791019492335;89.99999653553981
1106;540;960;613.0;163.23296235748464;90.0;148.35346305361395;85.14596814296796;89.99999725332266
1107;540;960;613.5;164.35099634623455;90.0;149.27637957828426;85.24208441354847;89.99999782239193
1108;540;960;614.0;165.46903033498444;90.0;150.1998668441487;85.33629745445468;89.99999827355882
1109;540;960;614.5;166.58706432373432;90.0;151.12391438816027;85.42864495215913;89.99999863125089
1110;540;960;615.0;167.70509831248424;90.0;152.0485119953497;85.51916384689224;89.99999891483463
1111;540;960;615.5;168.82313230123412;90.0;152.97364969170343;85.60789034741883;89.99999913966421
1112;540;960;616.0;169.941166289984;90.0;153.89931773727912;85.69485994552215;89.99999931791257
1113;540;960;616.5;171.05920027873393;90.0;154.82550661954897;85.78010743020104;89.99999945923057
1114;540;960;617.0;172.1772342674838;90.0;155.7522070469629;85.86366690158602;89.99999957126968
1115;540;960;617.5;173.2952682562337;90.0;156.67940994272348;85.9455717845798;89.99999966009601
1116;540;960;618.0;174.41330224498358;90.0;157.60710643876436;86.02585484222764;89.99999973051888
1117;540;960;618.5;175.5313362337335;90.0;158.53528786992504;86.10454818882307;89.99999978635122
1118;540;960;619.0;176.64937022248338;90.0;159.46394576831466;86.18168330275398;89.99999983061598
1119;540;960;619.5;177.76740421123327;90.0;160.393071857858;86.25729103909441;89.99999986570974
1120;540;960;620.0;178.88543819998318;90.0;161.3226580490168;86.33140164194704;89.9999998935326
1121;540;960;620.5;180.00347218873307;90.0;162.25269643368026;86.40404475654114;89.99999991559102
1122;540;960;621.0;181.12150617748296;90.0;163.1831792802187;86.47524944109117;89.99999993307925
1123;540;960;621.5;182.23954016623287;90.0;164.11409902869408;86.54504417842033;89.9999999469442
1124;540;960;622.0;183.35757415498276;90.0;165.04544828622207;86.61345688735415;89.99999995793655
1125;540;960;622.5;184.47560814373264;90.0;165.97721982248046;86.6805149338884;89.99999996665146
1126;540;960;623.0;185.59364213248256;90.0;166.9094065653581;86.74624514213582;89.99999997356075
1127;540;960;623.5;186.71167612123244;90.0;167.84200159673978;86.81067380505613;89.99999997903856
1128;540;960;624.0;187.82971010998233;90.0;168.77499814842244;86.87382669497353;89.99999998338146
1129;540;960;624.5;188.94774409873222;90.0;169.70838959815745;86.93572907388605;89.99999998682456
1130;540;960;625.0;190.06577808748213;90.0;170.64216946581521;86.99640570357066;89.99999998955431
1131;540;960;625.5;191.18381207623202;90.0;171.57633140966735;87.05588085548823;89.99999999171848
1132;540;960;626.0;192.3018460649819;90.0;172.5108692227826;87.11417832049253;89.99999999343429
1133;540;960;626.5;193.41988005373182;90.0;173.44577682953252;87.1713214183469;89.9999999947946
1134;540;960;627.0;194.5379140424817;90.0;174.38104828220295;87.22733300705241;89.99999999587308
